index,quote,author,tags,likes
2684,Buy a pup and your money will bu,Rudyard Kipling,inspirational,108
2685,"Nalaman kong habang lumalaki ka, maraming beses kang madadapa. Bumangon ka man ulit o hindi, magpapatuloy ang buhay, iikot ang mundo, at mauubos ang oras.",Bob Ong,bob-ong;inspirational;life,105
2686,Being defeated is often a temporary condition. Giving up is what makes it permanent.,Marilyn vos Savant,inspirational;motivational,97
2687,"If you are her man, she will talk to you until there jus","Steve Harvey,",inspirational,93
2688,"Love is not a relationship, love is a state of being; it has nothing to do with anybody else. One is not ""in love"", one is love. And of course when one is love, one is in love – but that is an outcome, a by-product, that is not the source. The source is that one is love.",Osho,inspirational;life;love;philosophy;wisdom,92
2689,Tragedy and adversary are the stones we sharpen our swords against so we can fight new battles.,"Sherrilyn Kenyon,",akri;inspirational,91
2690,"You can’t control what others think. The only thing you can control is yourself. Some people will look down on you for your choices in life, no matter what they are. You can’t do anything about that. The only thing you can do is decide how to live your own life. And to hell with everybody else",Marie Sexton,choices;inspirational;life,83
2691,No lake so still but it has its wave,Confucius,inspirational;life;philosophy,82
2692,"Your daddy is standing in a swimming pool out a little bit from the edge. You are, let’s say, three years old and standing on the edge of the pool. Daddy holds out his arms to you and says, “Jump, I’ll catch you. I promise.” Now, how do you make your daddy look good at that moment? Answer: trust him and jump. Have faith in him and jump. That makes him look strong and wise and loving. But if you won’t jump, if you shake your head and run away from the edge, you make your daddy look bad. It looks like you are saying, “he can’t catch me” or “he won’t catch me” or “it’s not a good idea to do what he tells me to do.” And all three of those make your dad look bad",John Piper,inspirational,82
2693,Secangkir kopi yang dengan tenang menunggu kau minum itu tidak pernah mengusut kenapa kau bisa membedakan aromanya dari asap yang setiap hari kau hirup ketika berangkat dan pulang kerja di kota yang semakin tidak bisa mengerti kenapa mesti ada secangkir kopi yang tersedia di atas meja setiap pagi,Sapardi Djoko Damono,inspirational,82
2694,The best form of saying is being,"Che Guevarra,",inspirational;leadership,80
2695,We are the Bibles the world is reading; We are the creeds the world is needing; We are the sermons the world is heeding.,Billy Graham,christian;christian-behavior;inspirational;religion;religious,78
2696,"If you don't want a generation of robots, fund the arts!","Cath Crowley,",art;inspirational;robots,78
2697,Only those are fit to live who do not fear to die; and none are fit to die who have shrunk from the joy of life and the duty of life. Both life and death are parts of the same Great Adventure.,Theodore Roosevelt,inspirational,78
2698,"A real scientist solves problems, not wails that they are unsolvable.","Anne McCaffrey,",giving-up;humor;inspirational;science,75
2699,"If it’s going to be a world with no time for sentiment, it’s not a world that I want to live in.","Christopher Isherwood,",humanity-and-society;inspirational;sentiment,74
2700,Nobody made a greater mistake than he who did nothing because he could do only a little.,Edmund Burke,incrementalism;inspirational,382
2701,"Accept yourself, your strengths, your weaknesses, your truths, and know what tools you have to fulfill your purpose.","Steve Maraboli,",acceptance-of-oneself;inspirational;life;motivational;purpose;strengths;tools;truth;weaknesses,192
2702,We pencil-sketch our previous life so we can contrast it to the technicolor of the moment. ,"David Levithan,",inspirational,183
2703,"Unhappy memories are persistent. They're specific, and it's the details that refuse to leave us alone. Though a happy memory may stay with you just as long as one that makes you miserable, what you remember softens over time. What you recall is simply that you were happy, not necessarily the individual moments that brought about your joy","Cameron Dokey,",inspirational;memories,182
2704,"Jesus said several times, “Come, follow me.” His was a program of “do what I do,” rather than “do what I say.” His innate brilliance would have permitted him to put on a dazzling display, but that would have left his followers far behind. He walked and worked with those he was to serve. His was not a long-distance leadership. He was not afraid of close friendships; he was not afraid that proximity to him would disappoint his followers. The leaven of true leadership cannot lift others unless we are with and serve those to be led.",Spencer W. Kimball,inspirational;lds;leadership,180
2705,"No name-calling truly bites deep unless, in some dark part of us, we believe it. If we are confident enough then it is just noise.","Laurell K. Hamilton,",confidence;inspirational,171
2706,"We're miserable because we think that we are mere individuals, alone with our fears and flaws and resentment and mortality.","Elizabeth Gilbert,",inspirational;self-esteem,147
2707,,"Henri Poincaré,",beauty;harmony;inspiration;inspirational;intelligence;intimate;life;meaning-of-life;motivational;nature;order;pure;quailty;science,145
2708,"I want to be justice, love and the wrath of God all in one.","Marjane Satrapi,",inspirational;revolution,144
2709,"This is not the end, this is not even the beginning of the end, this is just perhaps the end of the beginning.",Winston S. Churchill,inspirational;life;winning,133
2710,I'd rather die while I'm living than live while I'm dead. ,Jimmy Buffett,inspirational;zombie,133
2711,"Muchos años después, frente al pelotón de fusilamiento, el coronel Aureliano Buendía había de recordar aquella tarde remota en que su padre lo llevó a conocer el hielo. Macondo era entonces una aldea de 20 casas de barro y cañabrava construidas a la orilla de un río de aguas diáfanas que se precipitaban por un lecho de piedras pulidas, blancas y enormes como huevos prehistóricos. El mundo era tan reciente, que muchas cosas carecían de nombre, y para mencionarlas había que señalarlas con el dedo"".","Gabriel García Márquez,",inspirational,133
2712,"When you get up in the morning, you have two choices - either to be happy or to be unhappy. Just choose to be happy",Norman Vincent Peale,inspirational,124
2713,"Only when we give joyfully, without hesitation or thought of gain, can we truly know what love means.",Leo Buscaglia,inspirational;love,119
2714,"Have to? Of course you have to! But only because of you, Harry, won't rest until Voldemort is finished! Think now, for once, if you have never heard of the prophecy! What would you do?","J.K. Rowling,",dumbledore;inspirational,116
2715,Read books. Care about things. Get excited. Try not to be too down on youself. Enjoy the ever present game of knowing.,Hank Green,inspirational,104
2716,"In the end, you feel that your much-vaunted, inexhaustible fantasy is growing tired, debilitated, exhausted, because you're bound to grow out of your old ideals; they're smashed to splinters and turn to dust, and if you have no other life, you have no choice but to keep rebuilding your dreams from the splinters and dust. But the heart longs for something different! And it is vain to dig in the ashes of your old fancies, trying to find even a tiny spark to fan into a new flame that will warm the chilled heart and bring back to life everything that can send the blood rushing wildly through the body, fill the eyes with tears--everything that can delude you so well!","Fyodor Dostoevsky,",inspirational,103
2717,"The pressures on gay teens can be overwhelming--to keep secrets, tell lies, deny who you are, and try to be who you're not. Remember: you are special and worth being cared about, loved, and accepted just as you are. Never, ever let anyone convince you otherwise.",Alex Sanchez,be-yourself;gay-rights;inspirational,95
2718,"I thought how lovely and how strange a river is. A river is a river, always there, and yet the water flowing through it is never the same water and is never still. It’s always changing and is always on the move. And over time the river itself changes too. It widens and deepens as it rubs and scours, gnaws and kneads, eats and bores its way through the land. Even the greatest rivers- the Nile and the Ganges, the Yangtze and he Mississippi, the Amazon and the great grey-green greasy Limpopo all set about with fever trees-must have been no more than trickles and flickering streams before they grew into mighty rivers","Aidan Chambers,",growth;inspirational;river;self,93
2719,"just because you fail once, it doesn't mean you're going to fail at everything. keep trying, hold on, and always, always, always believe in yourself because if you don't, then who will? so keep your head high, keep your chin up, and most importantly, keep smiling because life's a beautiful thing and there's so much to smile about.","Marilyn Monroe,",inspirational,92
2720,"I change the world, the world changes me.",Libba Bray,change;gemma-doyle;inspirational;world,86
2721,A woman can't do anything about her appearance. Either she's pretty or she isn't. But her character is quite another matter.,"Julie Garwood,",beauty;character;inspirational;women,79
2722,"Thus we never see the true state of our condition till it is illustrated to us by its contraries, nor know how to value what we enjoy, but by the want of it.","Daniel Defoe,",inspirational,78
2723,"Align yourself with people that you can learn from, people who want more out of life, people who are stretching and searching and seeking some higher ground in life.",Les Brown,inspirational;learn-people;les-brown;motivational,77
2724,"Make the choice to embrace this day. Do not let your TODAY be stolen by the ghost of yesterday or the ""To-Do"" list of tomorrow! It’s inspiring to see all the wonderfully amazing things that can happen in a day in which you participate.","Steve Maraboli,",action;choice;compassion;inspirational;life;motivational;participate;seize-the-day;success;today,77
2725,"He knew sometimes some fear can be good. When you are afraid things are going to get worse if you don't do something, it can prompt you into action. But it is not good when you are afraid that it keeps you from doing anything.","Spencer Johnson,",inspirational;life,77
2726,"Just because Fate doesn't deal you the right cards, it doesn't mean you should give up. It just means you have to play the cards you get to their maximum potential.",Les Brown,inspirational;les-brown;motivational,75
2727,"Shoot for the moon, because even if you miss you miss, you'll land in the stars.",Les Brown,inspirational;les-brown;motivational,75
2728,Nuff said!,Stan Lee,comics;inspirational;marvel;marvel-comics;stan-lee,74
2729,"I cannot tell if what the world considers ‘happiness’ is happiness or not. All I know is that when I consider the way they go about attaining it, I see them carried away headlong, grim and obsessed, in the general onrush of the human herd, unable to stop themselves or to change their direction. All the while they claim to be just on the point of attaining happiness.",Chuang-Tzu,happiness;inspirational;life,74
2730,Let us never negotiate out of fear. But let us never fear to negotiate,John Fitzgerald Kennedy,compromise;inspirational;negotiation,184
2731,My sun sets to rise again.,Robert Browning,inspirational;rebirth,173
2732,"There are many people who can do big things, but there are very few people who will do the small things.",Mother Teresa,inspirational,153
2733,Stop giving your life away to other people.,"Steve Maraboli,",accoun;inspirational;life;self-empowerment,140
2734,"Everything that had happened was shockingly beautiful, enough to make you crazy.","Banana Yoshimoto,",inspirational;life;life-view,134
2735,"I wanted change and excitement and to shoot off in all directions myself, like the colored arrows from a Fourth of July rocket.","Sylvia Plath,",change;excitement;inspirational,122
2736,God made the world round so we would never be able to see too far down the road.,Isak Dinesen,inspirational,109
2737,"Only one life, ’twill soon be past",C.T. Studd,inspirational,108
2738,"The moment you become miserly you are closed to the basic phenomenon of life: expansion, sharing. The moment you start clinging to things, you have missed the target--you have missed. Because things are not the target, you, your innermost being, is the target--not a beautiful house, but a beautiful you; not much money, but a rich you; not many things, but an open being, available to millions of things.",Osho,acceptance;inspirational,107
2739,"Even a happy life cannot be without a measure of darkness, and the word happy would lose its meaning if it were not balanced by sadness. It is far better take things as they come along with patience and equanimity.",Carl Gustav Jung,inspirational,107
2740,"The greatest thing about dreams is they don’t expire. They can lay dormant for years and when you pull them out and dust them off, they shine like new.",Casi McLean,dream-quotes;dreams;happiness;inspiration;inspirational;inspirational-quotes,107
2741,"When she listened to songs that she loved on the radio, something stirred inside her. A liquid ache spread under her skin, and she walked out of the world like a witch.","Arundhati Roy,",beautiful;inspirational;music;witch,103
2742,"You were born together, and together you shall be for evermore...But let there be spaces in your togetherness...Love one another, but make not a bond of love. Let it rather be a moving sea between the shores of your souls. Fill each other's cup but drink not from one cup. Give one another of your bread but eat not of the same loaf. Sing and dance together and be joyous, but let each one of you be alone, Even as the strings of a lute are alone though they quiver with the same music.",Kahlil Gibran,independence;inspirational;love;self-reliance,101
2743,Don't count your owls before they are delivered.,"J.K. Rowling,",dumbledore;humor;inspirational,100
2744,Hope springs forever.,"J.K. Rowling,",encouraging;hopeful;inspirational,99
2745,"There is only one who is all powerful, and his greatest weapon is love.",Stan Lee,comics;inspirational;love;marvel;marvel-comics;stan-lee,92
2746,"Your mother won a special reward,"" she told me, ""because everyone had a head in her pictures. We all applauded.","Sarah Dessen,",drama;fiction;inspirational;romance,91
2747,I think there is a song out there to describe just about any situation.,"Criss Jami,",art;artist;connection;humanity;inspirational;life;lyrics;music;musician;poetry;song-lyrics;songs;songwriting;truth;world,89
2748,"Remember your humanity, and forget the rest.",Bertrand Russell,humanism;inspirational;peace;philosophy,87
2749,Failing sucks. But it's better than the alternative.,"Sarah Dessen,",eli-stock;inspirational,86
2750,"If I have the belief that I can do it, I shall surely acquire the capacity to do it even if I may not have it at the beginning.",Mahatma Gandhi,capability;inspirational,86
2751,????? ????? ?????? ?? ????? ???? ???? ???? ???? ???? ???. ?? ???????? ??? ??????? ???? ????? ???? ????? ????? ???? ???????? ?????? «???? ????????».,"???? ????,",inspirational;spiritual,84
2752,Inspiration comes of working every day.,Charles Baudelaire,inspirational;writing,84
2753,"We think that if we just meditated enough or jogged enough or ate perfect food, everything would be perfect. But from the point of view of someone who is awake, that’s death. Seeking security or perfection, rejoicing in feeling confirmed and whole, self contained and comfortable, is some kind of death. It doesn’t have any fresh air. There’s no room for something to come in and interrupt all that. We are killing the moment by controlling our experience.","Pema Chödrön,",buddhism;inspirational;spirituality,80
2754,"A great tree develops over time and can tell stories not only those of happiness, but also those that contain pain from what it has seen over the years, and as a result is the wise ancient tree that it is today. As the seasons change, the tree naturally goes through changes as well: where the leaves turn yellow and orange in the fall, falling by the Winter, returning in the Spring, and with full set of new leafs by the Summer. Love is no different in that there will be times when we are fully naked in the Winter, and left to wonder about Spring when it seemed so easy to love, yet the wise tree knows that no winter will last forever no matter how cold it may be.","Forrest Curran,",inspirational;motivational;peace;philosophy;spiritual;wisdom;zen,79
2755,"Your humans slaughter each other because of the color of your skin, or your faith or your plitics -- or for no reason at all -- too many of you hate as easily as you draw breath. - Magneto",Stan Lee,comics;inspirational;marvel;marvel-comics;stan-lee,76
2756,"Constant kindness can accomplish much. As the sun makes ice melt, kindness causes misunderstanding, mistrust, and hostility to evaporate. ",Albert Schweitzer,inspirational,75
2757,"And...I think that's what life is all about, actually",Audrey Hepburn,humor;inspirational,74
2758,"There will come a time when man is no longer concerned only with survival, when he will once more be curious as to who came before him, what life was like a thousand years ago, and he will seek out answers for a hundred years or so, but humans' curiosity has always driven them to find answers.","Julie Kagawa,",inspirational;kanin,71
2759,"Whether you know or not, you are the infinite potential of love, peace and joy",Amit Ray,inspirational;motivational,71
2760,"The life given us, by nature is short; but the memory of a well-spent life is eternal.",Marcus Tullius Cicero,fame;immortality;inspirational,288
2761,A daydreamer is prepared for most things.,Joyce Carol Oates,inspirational,178
2762,"[T]he race is long - to finish first, first you must finish.","Garth Stein,",inspirational,171
2763,"We are what we are, neither a good or as bad as others paint us. And what we are doesn't change how truly we feel, only how free we are to follow those feelings.","Melissa Marr,",inspirational;interesting,153
2764,Idealisme adalah kemewahan terakhir yang hanya dimiliki oleh pemuda.,Tan Malaka,idealism;inspirational;spirit;youth,148
2765,"Well, if it can be thought, it can be done, a problem can be overcome,","E.A. Bucchianeri,",challenge;challenges;inspirational;inspirational-attitude;motivational;overcoming-adversity;overcoming-challenges;overcoming-obstacles;positive-attitude;positive-thinking;problem;problem-solving;problems;success;successful-mind;triumph,118
2766,"Dreams are shores where the ocean of spirit meets the land of matter. Dreams are beaches where the yet-to-be, the once-were, the will-never-be may walk awhile with the still are.","David Mitchell,",inspirational,115
2767,"Study, along the lines which the theologies have mapped, will never lead us to discovery of the fundamental facts of our existence. That goal must be attained by means of exact science and can only be achieved by such means. The fact that man, for ages, has superstitiously believed in what he calls a God does not prove at all that his theory has been right. There have been many gods – all makeshifts, born of inability to fathom the deep fundamental truth. There must be something at the bottom of existence, and man, in ignorance, being unable to discover what it is through reason, because his reason has been so imperfect, undeveloped, has used, instead, imagination, and created figments, of one kind or another, which, according to the country he was born in, the suggestions of his environment, satisfied him for the time being. Not one of all the gods of all the various theologies has ever really been proved. We accept no ordinary scientific fact without the final proof; why should we, then, be satisfied in this most mighty of all matters, with a mere theory",Thomas A. Edison,destruction;falsehood;gods;immortality;inspirational;makeshift;miracles;naturalism;reason;satisfaction;science;soul;study;superstitious;theology;theory;truth;wonder,114
2768,"My young sisters, we have such hope for you. We have such great expectations for you. Don't settle for less than what the Lord wants you to be..",Ezra Taft Benson,inspirational;spiritual,111
2769,Do not try to explain feelings. Live everything intensely and treasure what you feel as a gift from God.,"Paulo Coelho,",inspirational;love,106
2770,"I am buoyant and expansive and uncontainable--but I always was so, only I never knew it!","Chitra Banerjee Divakaruni,",inspirational,97
2771,Only children believe they're capable of everything.,"Paulo Coelho,",inspirational,92
2772,"The universe was here before you, and it will go on after you. The only way it will remember you is if you do something worthy of remembrance.","Amie Kaufman,",aidan;illuminae;inspirational,90
2773,The heart of wisdom is tolerance.,"Steven Erikson,",inspirational,89
2774,I have a dream.” “Is your dream very big?” “No.” “Well is it very grand?” “Not either.” “Neither?” “Neither.” “What is it then?” “It is very shiny.,C. JoyBell C.,dreaming;dreams;dreams-inspirational;heartwarming;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspiring;sweet,85
2775,"For your past, for your flaws, and ultimately for your stress; I judge no one whom I’ve met along the way because in a sense we were all wounded in our own ways.",Forrest Curran,inspirational;motivational;peace;philosophy;spiritual;wisdom;zen,83
2776,"Most parents try really hard to give their kids the best possible life. They give them the best food and clothes they can afford, take their own kind of take on training kids to be honest and polite. But what they don't realize is no matter how much they try, their kids will get out there. Out to this complicated little world. If they are lucky they will survive, through backstabbers, broken hearts, failures and all the kinds of invisible insane pressures out there. But most kids get lost in them. They will get caught up in all kinds of bubbles. Trouble bubbles. Bubbles that continuously tell them that they are not good enough. Bubbles that get them carried away with what they think is love, give them broken hearts. Bubbles that will blur the rest of the world to them, make them feel like that is it, that they've reached the end. Sometimes, even the really smart kids, make stupid decisions. They lose control. Parents need to realize that the world is getting complicated every second of every day. With new problems, new diseases, new habits. They have to realize the vast probability of their kids being victims of this age, this complicated era. Your kids could be exposed to problems that no kind of therapy can help. Your kids could be brainwashed by themselves to believe in insane theories that drive them crazy. Most kids will go through this stage. The lucky ones will understand. They will grow out of them. The unlucky ones will live in these problems. Grow in them and never move forward. They will cut themselves, overdose on drugs, take up excessive drinking and smoking, for the slightest problems in their lives","Thisuri Wanniarachchi,",broken-hearts;bullying;childhood;childhood-trauma;crying;cutting-your-self;depression;emo;emotion;growing-up;happiness;helplessness;hopeless-romantic;infatuation;inspirational;joy;lfe-essons;life;love;parents;phases;romance;sorrow;teenage-love;teenagers;trapped,82
2777,"Simplify your life. You don't grow spiritual, you shrink spiritual.","Steve Maraboli,",action;change;inspirational;letting-go;life;motivational;simplicity;spiritual-growth,82
2778,The first thing you have to know about writing is that it is something you must do everyday. There are two reasons for this rule: Getting the work done and connecting with your unconscious mind.,Walter Mosley,inspirational;writing,81
2779,To oppose something is to maintain it... You must go somewhere else; you must have another goal; then you walk a different road.,Ursula K. Le Guin,inspirational;political,81
2780,"I write because I am alone and move through the world alone. No one will know what has passed through me... I write because there are stories that people have forgotten to tell, because I am a woman trying to stand up in my life... I write out of hurt and how to make hurt okay; how to make myself strong and come home, and it may be the only real home I'll ever have.","Natalie Goldberg,",inspirational;writing,79
2781,The only people who can change the world are people who want to. And not everybody does.,Hugh MacLeod,change-the-world;dreams;inspirational;people,77
2782,"As I naturally go through a full range of emotions in my life, I mustn’t feel ashamed for feeling lost, for it is honest and human to feel such.","Forrest Curran,",inspirational;motivational;peace;philosophy;spiritual;wisdom;zen,77
2783,Even in the far future,BTS,inspirational;korean;kpop;music-lyrics,77
2784,"We become so absorbed in our flaws and faults that we forget that it is better to be a diamond with a flaw than a pebble without. To have flaws is beauty in itself, a fact so frightening that we hurry to hide them from sight and tarnish the whole in the process of comparing ourselves to others.","Forrest Curran,",inspirational;motivational;peace;philosophy;spiritual;wisdom;zen,76
2785,"One day in my shoes and a day for me in your shoes, the beauty of travel lies in the ease and willingness to be more open.",Forrest Curran,inspirational;motivational;peace;philosophy;spiritual;wisdom;zen,74
2786,"Some we proudly display on our arms, while others we shyly conceal. Tattoo the moments of sorrow as well as the moments of splendor and beauty. Tattoo in an acknowledgment and tribute to home, and tattooing your beliefs that define who you are. Whether we intended to or not, every moment of our lives are tattooed to our heart.","Forrest Curran,",inspirational;motivational;peace;philosophy;spiritual;wisdom;zen,73
2787,"The Secret Garden was what Mary called it when she was thinking of it. She liked the name, and she liked still more the feeling that when its beautiful old walls shut her in no one knew where she was. It seemed almost like being shut out of the world in some fairy place. The few books she had read and liked had been fairy-story books, and she had read of secret gardens in some of the stories. Sometimes people went to sleep in them for a hundred years, which she had thought must be rather stupid. She had no intention of going to sleep, and, in fact, she was becoming wider awake every day which passed at Misselthwaite.","Frances Hodgson Burnett,",discovery;inspirational;life-and-living;life-lessons,70
2788,"I’d tell men and women in their midtwenties not to settle for a job or a profession or even a career. Seek a calling. Even if you don’t know what that means, seek it. If you’re following your calling, the fatigue will be easier to bear, the disappointments will be fuel, the highs will be like nothing you’ve ever felt.","Phil Knight,",career;inspirational,69
2789,"Beauty is the only human aspect which cannot be captured on any canvas howsoever hard an artist tries. At the most, the undaunted artist can replicate the beauty on paper but what is a replica in comparison to the original! The humbling resemblance can only be respected, not truly adored",Faraaz Kazi,beauty;inspirational;love,23
2790,"You don't have to make something that people call art. Living is an artistic activity, there is an art to getting through the day.",viggo mortensen,art;cool;fun;humor;inspirational;wisdom,188
2791,The ground's generosity takes in our compost and grows beauty! Try to be more like the ground.,Rumi,inspirational,182
2792,Do you not then hear this horrible scream all around you that people usually call silence.,Werner Herzog,inspirational,156
2793,It is in the knowledge of the genuine conditions of our lives that we must draw our strength to live and our reasons for living.,Simone de Beauvoir,inspirational,145
2794,At times our own light goes out and is rekindled by a spark from another person. Each of us has cause to think with deep gratitude of those who have lighted the flame within us.,Albert Schweitzer,inspirational,145
2795,"While we may judge things as good or bad, karma doesn't. It's a simple case of like gets like, the ultimate balancing act, nothing more, nothing less. And if you're deteremined to fix every situation you deem as bad, or difficult, or somehow unsavory, then you rob the person of their own chance to fix it, learn from it, or even grow from it. Some things, no matter how painful, happen for a reason. A reason you or I may not be able to grasp at first sight, not without knowing a person's entire life story—their cumulative past. And to just barge in and interfere, no matter how well-intentioned, would be akin to robbing them of their journey. Something that's better not done.","Alyson Noel,",inspirational;thought-provoking,137
2796,Stop comparing yourself to others. Always strive to improve yourself to become better today than you were yesterday to serve those around you and the world.,Roy T. Bennett,authentic-living;be-yourself;growth;inspiration;inspirational;inspirational-quotes;inspire;inspiring;kindness;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,124
2797,Perhaps life is just that... a dream and a fear,Joseph Conrad,inspirational,109
2798,"I wanted to become the seeker, the aroused and passionate explorer, and it was better to go at it knowing nothing at all, always choosing the unmarked bottle, always choosing your own unproven method, armed with nothing but faith and a belief in astonishment.","Pat Conroy,",inspirational,107
2799,"In the final analysis it is between you and God, it was never between you and them anyway.",Mother Teresa,inspirational;poetry,96
2800,You’re not a human being until you value something more than the life of your body. And the greater the thing you live and die for the greater you are.,"Orson Scott Card,",inspirational,92
2801,"Don’t tell thin women to eat a cheeseburger. Don’t tell fat women to put down the fork. Don’t tell underweight men to bulk up. Don’t tell women with facial hair to wax, don’t tell uncircumcised men they’re gross, don’t tell muscular women to go easy on the dead-lift, don’t tell dark-skinned women to bleach their vagina, don’t tell black women to relax their hair, don’t tell flat-chested women to get breast implants, don’t tell “apple-shaped” women what’s “flattering,” don’t tell mothers to hide their stretch marks, and don’t tell people whose toes you don’t approve of not to wear flip-flops. And so on, etc, etc, in every iteration until the mountains crumble to the sea. Basically, just go ahead and CEASE telling other human beings what they “should” and “shouldn't” do with their bodies unless a) you are their doctor, or b) SOMEBODY GODDAMN ASKED YOU.",Lindy West,inspirational;life;people;society;women,92
2802,"Music, my rampart and my only one.",Edna St. Vincent Millay,freedom;inspirational;music;rampart,92
2803,"at your weakest, you end up showing more strength; at your lowest, you are suddenly lifted higher than you’ve ever been. They all border one another, these opposites and show how quickly we can be altered.","Cecelia Ahern,",inspirational;life;strength,91
2804,Every single desire can lead to dream and every single dream has possibility to become reality.,"Santosh Kalwar,",dream;inspirational;life,89
2805,"Cake is happiness! If you know the way of the cake, you know the way of happiness! If you have a cake in front of you, you should not look any further for joy!",C. JoyBell C.,cake;cakes;happiness;inspirational;inspirational-life;inspirational-quotes;joy;life;life-and-living;living;looking-no-further;the-way-of-the-cake;the-way-to-happiness;understanding-happiness;understanding-joy,85
2806,"You must be humble, as it is one of the greatest [forms of] worship.",Ali Ibn Abi Talib A.S,humbleness;inspirational,82
2807,"You must decide if you are going to rob the world or bless it with the rich, valuable, potent, untapped resources locked away within you.","Myles Munroe,",attitude;inspirational;life;potential,81
2808,Not to have a thing is less humiliating than to beg it.,Ali Ibn Abi Talib A.S,humiliation;inspirational,80
2809,"We're constantly being told what other people think we are, and that's why it is so important to know yourself.",Sarah McLachlan,inspirational,80
2810,What you do matters — but not much. What yo,Catherine Doherty,faith;inspirational;works,79
2811,Most of us lead far more meaningful lives than we know. Often finding meaning is not about doing things differently; it is about seeing familiar things in new ways. ,"Rachel Naomi Remen,",inspirational,78
2812,"When we make our own misery we sometimes cling to it even when we want so bad to change, because misery is something we know. The misery is comfortable.","Dean Koontz,",inspirational,78
2813,Coming from your friendly neighborhood Spider-Man!,Stan Lee,comics;inspirational;marvel;marvel-comics;spiderman;stan-lee,77
2814,"No guts, no story.",Chris Brady,attitude;inspirational;leadership;success,76
2815,"Is life too short to be taking this shit, or is life too short to be minding it?",Violet Weingarten,inspirational,72
2816,"The human touch is that little snippet of physical affection that brings a bit of comfort, support, and kindness. It doesn’t take much from the one who gives it, but can make a huge difference in the one who receives it.","Mya Robarts,",comfort;human;human-touch;humanity;humanity-quotes;inspirational;kindess;love;support,72
2817,"The meaning I picked, the one that changed my life: Overcome fear, behold wonder.",Richard Bach,inspirational,70
2818,"life's kind of like a painting. A really bizarre, abstract painting. You could look at it and think that all it is, is a blur. And you could continue living your life thinking that all it is, is just a blur. But if you really look at it, really see it, focus on it, and use your imagination, life can become so much more. The painting could be of the sea, the sky, people,buildings, a butterfly on a flower, or anything except the blur you were once convinced it was.","Cecelia Ahern,",inspirational;life,70
2819,"Silk is a fine, delicate, soft, illuminating, beautiful substance. But you can never rip it! If a man takes this tender silk and attempts to tear it, and cannot tear it, is he in his right mind to say ""This silk is fake! I thought it was soft, I thought it was delicate, but look, I cannot even tear it"" ? Surely, this man is not in his right mind! The silk is not fake! This silk is 100% real. It's the man who is stupid!",C. JoyBell C.,delicate;fake;gentle;genuine;inspirational;inspirational-life;inspirational-quotes;parable;parables;real;silk;soft;strength;strength-of-a-woman;stupidity;stupidity-of-man;wisdom;wisdom-quotes,68
2820,Anxiety is the handmaiden of creativity,T.S. Eliot,creativity;inspirational,350
2821,"If you don't have time to do it right, when will you have the time to do it over?",John Wooden,attitude;excellence;inspirational,292
2822,"Be ruthless about protecting writing days, i.e., do not cave in to endless requests to have ""essential"" and ""long overdue"" meetings on those days. The funny thing is that, although writing has been my actual job for several years now, I still seem to have to fight for time in which to do it. Some people do not seem to grasp that I still have to sit down in peace and write the books, apparently believing that they pop up like mushrooms without my connivance. I must therefore guard the time allotted to writing as a Hungarian Horntail guards its firstborn egg.",J.K. Rowling,inspirational;j-k-rowling;writers;writing;writing-inspiration,235
2823,It is said that God has created man in his own image. But it may be that humankind has created God in the image of humankind.,"Thich Nhat Hanh,",creationism;god;inspirational,202
2824,Life is one fool thing after another whereas love is two fool things after each other.,"Oscar Wilde,",inspirational,175
2825,"kenangan itu cuma hantu di sudut pikir. selama kita diam dan ngga berbuat apa-apa, selamanya dia tetap jadi hantu, ngga akan pernah jadi kenyataan.",dee,inspirational,162
2826,feminism is for everybody,bell hooks,inspirational,157
2827,?? ????? ?? ????? .. ??? ????? ?? ????? .. ??? ?? ????? ????,???? ??????,inspirational,150
2828,"No matter how much falls on us, we keep plowing ahead. That's the only way to keep the roads clear.",Greg Kincaid,christmas;endurance;inspirational;labor;love;persistence;practice;resilience,141
2829,"What if she's all I give you in this life of ours, my love?"" she asked quietly","Melina Marchetta,",death;finn;finnickin;inspirational;isaboe;love,137
2830,"You look at yourself and you accept yourself for who you are, and once you accept yourself for who you are you become a better person.",Oprah Winfrey,inspirational,130
2831,"I held my heart back from positively accepting anything, since I was afraid of another fall, and in this condition of suspense I was being all the more killed.","St. Augustine of Hippo,",christ;christianity;inspirational;religion,115
2832,"No matter how many people believe or don’t believe in you, you must b",pablo,attitude;believe;faith;inspirational;life,111
2833,"I feel very adventurous. There are so many doors to be opened, and I'm not afraid to look behind them.",Elizabeth  Taylor,doors;future;inspirational;life,108
2834,Exuberance is beauty.,William Blake,inspirational,92
2835,"When the wind blows,the grass bends.","Confucius,",inspirational,90
2836,Each of us is an innkeeper who decides if there is room for Jesus!,Neal A. Maxwell,innkeeper;inspirational;jesus;maxwell,90
2837,"I challenge every one of you who can hear me to rise to the divinity within you. Do we really realize what it means to be a child of God, to have within us something of the divine nature?",Gordon B. Hinckley,inspirational;spirit,88
